Class 1,Class 2,Number of Files,MMD Score
delf,darkkomet,54,0.9558391105862287
delf,gamehack,54,1.1264128070166635
delf,fareit,54,1.186491138195765
gamehack,benign,54,0.747740784232477
gamehack,gandcrab,54,1.1398257468307722
gamehack,downloadguide,54,1.1370951020006301
gamehack,firseria,54,1.1106681271354608
gamehack,emotet,54,1.0777734816083973
gamehack,driverpack,54,1.1377801465057722
gamehack,domaiq,54,1.1312675566730908
gamehack,hotbar,54,1.1356342797265122
gamehack,multiplug,54,1.1360609344512342
gamehack,dlhelper,54,1.1373828921751805
gamehack,downloadadmin,54,1.0154219862599287
gamehack,gamarue,54,0.8153784552907588
gamehack,darkkomet,54,0.8435951073781811
gamehack,delf,54,1.1264128070166635
gamehack,fareit,54,1.0770899816138737
fareit,benign,54,0.8092267922344901
fareit,gandcrab,54,1.19969923200731
fareit,downloadguide,54,1.1969179786919404
fareit,firseria,54,1.1706977055095917
fareit,emotet,54,1.1385841283973033
fareit,driverpack,54,1.1976731455942837
fareit,domaiq,54,1.1912383291300577
fareit,hotbar,54,1.1998434340708228
fareit,multiplug,54,1.1959232864537106
fareit,dlhelper,54,1.1971866221916412
fareit,downloadadmin,54,1.0751856296875868
fareit,gamarue,54,0.8772266881021874
fareit,darkkomet,54,0.9048064594155351
fareit,delf,54,1.1864911381957648
fareit,gamehack,54,1.0770899816138737
benign,gandcrab,55,0.8745519814163367
benign,downloadguide,55,0.8719642359608453
benign,firseria,55,0.845497175227825
benign,emotet,55,0.8114877023685905
benign,driverpack,55,0.8727837943223271
benign,domaiq,55,0.8660859471576428
benign,hotbar,55,0.8750662765115131
benign,multiplug,55,0.8708379138445425
benign,dlhelper,55,0.8723097299480758
benign,downloadadmin,55,0.7523765093855537
benign,gamarue,55,0.5484619119725879
benign,darkkomet,55,0.5766777679601404
benign,delf,55,0.861029666638354
benign,gamehack,55,0.7500865223433071
benign,fareit,55,0.8116013972912182
gandcrab,benign,55,0.8745519814163365
gandcrab,downloadguide,55,1.258596655201583
gandcrab,firseria,55,1.2323879764220558
gandcrab,emotet,55,1.2011852172509185
gandcrab,driverpack,55,1.259338695139226
gandcrab,domaiq,55,1.2530442723356523
gandcrab,hotbar,55,1.261456487275629
gandcrab,multiplug,55,1.2575647488387909
gandcrab,dlhelper,55,1.2588748238505278
gandcrab,downloadadmin,55,1.1388088264526728
gandcrab,gamarue,55,0.940407716825773
gandcrab,darkkomet,55,0.9703968770134749
gandcrab,delf,55,1.2483902930692707
gandcrab,gamehack,55,1.139474426701316
gandcrab,fareit,55,1.1993544588842187
downloadguide,benign,55,0.8719642359608454
downloadguide,gandcrab,55,1.258596655201583
downloadguide,firseria,55,1.2301286618282572
downloadguide,emotet,55,1.1986799501974734
downloadguide,driverpack,55,1.256729422144184
downloadguide,domaiq,55,1.250643102499175
downloadguide,hotbar,55,1.2590783758150306
downloadguide,multiplug,55,1.2552389163360522
downloadguide,dlhelper,55,1.2564920254776697
downloadguide,downloadadmin,55,1.136430491951499
downloadguide,gamarue,55,0.9381700996429098
downloadguide,darkkomet,55,0.96765432607189
downloadguide,delf,55,1.245979472000938
downloadguide,gamehack,55,1.1370951020006301
downloadguide,fareit,55,1.1969179786919404
firseria,benign,55,0.845497175227825
firseria,gandcrab,55,1.2323879764220558
firseria,downloadguide,55,1.2301286618282576
firseria,emotet,55,1.1722399522509166
firseria,driverpack,55,1.2308719264289705
firseria,domaiq,55,1.2245023052412347
firseria,hotbar,55,1.2329874833304628
firseria,multiplug,55,1.2289844789726128
firseria,dlhelper,55,1.230405691411915
firseria,downloadadmin,55,1.1102947115620077
firseria,gamarue,55,0.902426171651776
firseria,darkkomet,55,0.9406864778237475
firseria,delf,55,1.219815282267235
firseria,gamehack,55,1.1106681271354608
firseria,fareit,55,1.1706977055095917
emotet,benign,55,0.8114877023685905
emotet,gandcrab,55,1.2011852172509185
emotet,downloadguide,55,1.1986799501974736
emotet,firseria,55,1.1722399522509166
emotet,driverpack,55,1.1994439509915038
emotet,domaiq,55,1.1928225244444153
emotet,hotbar,55,1.2016853472964877
emotet,multiplug,55,1.1974061686147532
emotet,dlhelper,55,1.1989694360949625
emotet,downloadadmin,55,1.078883790204828
emotet,gamarue,55,0.8764600952665403
emotet,darkkomet,55,0.904638341729809
emotet,delf,55,1.1879634459122035
emotet,gamehack,55,1.0777734816083973
emotet,fareit,55,1.1385841283973033
driverpack,benign,55,0.8727837943223271
driverpack,gandcrab,55,1.2593386951392258
driverpack,downloadguide,55,1.256729422144184
driverpack,firseria,55,1.2308719264289705
driverpack,emotet,55,1.1994439509915038
driverpack,domaiq,55,1.2513906145017002
driverpack,hotbar,55,1.2598203231143241
driverpack,multiplug,55,1.2559833590384937
driverpack,dlhelper,55,1.2572340273651772
driverpack,downloadadmin,55,1.1368526642316084
driverpack,gamarue,55,0.9389702084461025
driverpack,darkkomet,55,0.9685394692263629
driverpack,delf,55,1.2434714617592406
driverpack,gamehack,55,1.1377801465057718
driverpack,fareit,55,1.1976731455942837
domaiq,benign,55,0.8660859471576426
domaiq,gandcrab,55,1.2530442723356523
domaiq,downloadguide,55,1.250643102499175
domaiq,firseria,55,1.2245023052412347
domaiq,emotet,55,1.1928225244444153
domaiq,driverpack,55,1.2513906145017002
domaiq,hotbar,55,1.253533844340599
domaiq,multiplug,55,1.2496521455582474
domaiq,dlhelper,55,1.2509233765046726
domaiq,downloadadmin,55,1.1308771421995925
domaiq,gamarue,55,0.9319510493710474
domaiq,darkkomet,55,0.9613459951883451
domaiq,delf,55,1.2403073562367655
domaiq,gamehack,55,1.1312675566730908
domaiq,fareit,55,1.1912383291300577
hotbar,benign,55,0.875066276511513
hotbar,gandcrab,55,1.261456487275629
hotbar,downloadguide,55,1.2590783758150303
hotbar,firseria,55,1.2329874833304628
hotbar,emotet,55,1.2016853472964877
hotbar,driverpack,55,1.2598203231143241
hotbar,domaiq,55,1.253533844340599
hotbar,multiplug,55,1.2580386750439323
hotbar,dlhelper,55,1.2593600933670412
hotbar,downloadadmin,55,1.1392911899405092
hotbar,gamarue,55,0.9412412200073286
hotbar,darkkomet,55,0.9709532228015761
hotbar,delf,55,1.248886885171788
hotbar,gamehack,55,1.1356342797265122
hotbar,fareit,55,1.1998434340708228
multiplug,benign,55,0.8708379138445423
multiplug,gandcrab,55,1.257564748838791
multiplug,downloadguide,55,1.2552389163360522
multiplug,firseria,55,1.2289844789726128
multiplug,emotet,55,1.1974061686147532
multiplug,driverpack,55,1.2559833590384937
multiplug,domaiq,55,1.2496521455582474
multiplug,hotbar,55,1.2580386750439323
multiplug,dlhelper,55,1.2555149787453084
multiplug,downloadadmin,55,1.135449197050026
multiplug,gamarue,55,0.9367627842691628
multiplug,darkkomet,55,0.9665724354415494
multiplug,delf,55,1.2449718506372176
multiplug,gamehack,55,1.1360609344512342
multiplug,fareit,55,1.1959232864537106
dlhelper,benign,55,0.8723097299480758
dlhelper,gandcrab,55,1.2588748238505278
dlhelper,downloadguide,55,1.2564920254776697
dlhelper,firseria,55,1.230405691411915
dlhelper,emotet,55,1.1989694360949625
dlhelper,driverpack,55,1.2572340273651768
dlhelper,domaiq,55,1.2509233765046726
dlhelper,hotbar,55,1.2593600933670415
dlhelper,multiplug,55,1.2555149787453086
dlhelper,downloadadmin,55,1.1367059841103773
dlhelper,gamarue,55,0.9384586165948159
dlhelper,darkkomet,55,0.9678125527612129
dlhelper,delf,55,1.2462594684681068
dlhelper,gamehack,55,1.1373828921751805
dlhelper,fareit,55,1.1971866221916412
downloadadmin,benign,55,0.7523765093855537
downloadadmin,gandcrab,55,1.138808826452673
downloadadmin,downloadguide,55,1.1364304919514991
downloadadmin,firseria,55,1.1102947115620077
downloadadmin,emotet,55,1.078883790204828
downloadadmin,driverpack,55,1.1368526642316084
downloadadmin,domaiq,55,1.1308771421995925
downloadadmin,hotbar,55,1.1392911899405092
downloadadmin,multiplug,55,1.135449197050026
downloadadmin,dlhelper,55,1.1367059841103773
downloadadmin,gamarue,55,0.8182711882437844
downloadadmin,darkkomet,55,0.8482082382890711
downloadadmin,delf,55,1.1262272558532893
downloadadmin,gamehack,55,1.0174161345708974
downloadadmin,fareit,55,1.0771794126156684
gamarue,benign,55,0.5484619119725879
gamarue,gandcrab,55,0.940407716825773
gamarue,downloadguide,55,0.9381700996429096
gamarue,firseria,55,0.902426171651776
gamarue,emotet,55,0.8764600952665402
gamarue,driverpack,55,0.9389702084461025
gamarue,domaiq,55,0.9319510493710474
gamarue,hotbar,55,0.9412412200073286
gamarue,multiplug,55,0.9367627842691628
gamarue,dlhelper,55,0.9384586165948159
gamarue,downloadadmin,55,0.8182711882437843
gamarue,darkkomet,55,0.6385898784661752
gamarue,delf,55,0.9269576343587801
gamarue,gamehack,55,0.8153784552907588
gamarue,fareit,55,0.8772266881021874
darkkomet,benign,55,0.5766777679601404
darkkomet,gandcrab,55,0.9703968770134749
darkkomet,downloadguide,55,0.9676543260718898
darkkomet,firseria,55,0.9406864778237475
darkkomet,emotet,55,0.904638341729809
darkkomet,driverpack,55,0.9685394692263629
darkkomet,domaiq,55,0.9613459951883451
darkkomet,hotbar,55,0.9709532228015761
darkkomet,multiplug,55,0.9665724354415495
darkkomet,dlhelper,55,0.967812552761213
darkkomet,downloadadmin,55,0.8482082382890711
darkkomet,gamarue,55,0.6385898784661752
darkkomet,delf,55,0.9558391105862287
darkkomet,gamehack,55,0.8435951073781811
darkkomet,fareit,55,0.9048064594155352
delf,benign,55,0.8610296666383539
delf,gandcrab,55,1.248390293069271
delf,downloadguide,55,1.245979472000938
delf,firseria,55,1.219815282267235
delf,emotet,55,1.1879634459122035
delf,driverpack,55,1.2434714617592406
delf,domaiq,55,1.2403073562367655
delf,hotbar,55,1.248886885171788
delf,multiplug,55,1.2449718506372176
delf,dlhelper,55,1.2462594684681065
delf,downloadadmin,55,1.1262272558532893
delf,gamarue,55,0.9269576343587801
delf,darkkomet,55,0.9558391105862287
delf,gamehack,55,1.1264128070166635
delf,fareit,55,1.186491138195765
gamehack,benign,55,0.7500865223433071
gamehack,gandcrab,55,1.139474426701316
gamehack,downloadguide,55,1.1370951020006301
gamehack,firseria,55,1.1106681271354608
gamehack,emotet,55,1.0777734816083973
gamehack,driverpack,55,1.1377801465057722
gamehack,domaiq,55,1.1312675566730908
gamehack,hotbar,55,1.1356342797265122
gamehack,multiplug,55,1.1360609344512342
gamehack,dlhelper,55,1.1373828921751805
gamehack,downloadadmin,55,1.0174161345708974
gamehack,gamarue,55,0.8153784552907588
gamehack,darkkomet,55,0.8435951073781811
gamehack,delf,55,1.1264128070166635
gamehack,fareit,55,1.0770899816138737
fareit,benign,55,0.8116013972912182
fareit,gandcrab,55,1.1993544588842187
fareit,downloadguide,55,1.1969179786919404
fareit,firseria,55,1.1706977055095917
fareit,emotet,55,1.1385841283973033
fareit,driverpack,55,1.1976731455942837
fareit,domaiq,55,1.1912383291300577
fareit,hotbar,55,1.1998434340708228
fareit,multiplug,55,1.1959232864537106
fareit,dlhelper,55,1.1971866221916412
fareit,downloadadmin,55,1.0771794126156684
fareit,gamarue,55,0.8772266881021874
fareit,darkkomet,55,0.9048064594155351
fareit,delf,55,1.1864911381957648
fareit,gamehack,55,1.0770899816138737
benign,gandcrab,56,0.8779698070141371
benign,downloadguide,56,0.8753569503150989
benign,firseria,56,0.848893900549019
benign,emotet,56,0.8149133625085606
benign,driverpack,56,0.8761757184209554
benign,domaiq,56,0.869481809587877
benign,hotbar,56,0.8784564815974274
benign,multiplug,56,0.8742317340375654
benign,dlhelper,56,0.8757016397507728
benign,downloadadmin,56,0.7575702384002526
benign,gamarue,56,0.5519019907199532
benign,darkkomet,56,0.580141801661787
benign,delf,56,0.8644296525573382
benign,gamehack,56,0.7534947840832675
benign,fareit,56,0.815005958851613
gandcrab,benign,56,0.8779698070141371
gandcrab,downloadguide,56,1.2586224215394912
gandcrab,firseria,56,1.2324139500921913
gandcrab,emotet,56,1.201212251083681
gandcrab,driverpack,56,1.259364409028386
gandcrab,domaiq,56,1.253070199102778
gandcrab,hotbar,56,1.2614821682042137
gandcrab,multiplug,56,1.2575905319304679
gandcrab,dlhelper,56,1.2589005560879838
gandcrab,downloadadmin,56,1.1406462607631738
gandcrab,gamarue,56,0.9404360898574643
gandcrab,darkkomet,56,0.9704261713796757
gandcrab,delf,56,1.248416354895719
gandcrab,gamehack,56,1.1395033135656574
gandcrab,fareit,56,1.1993807153747218
downloadguide,benign,56,0.8753569503150989
downloadguide,gandcrab,56,1.2586224215394912
downloadguide,firseria,56,1.2301286618282572
downloadguide,emotet,56,1.1986799501974734
downloadguide,driverpack,56,1.256729422144184
downloadguide,domaiq,56,1.250643102499175
downloadguide,hotbar,56,1.2590783758150306
downloadguide,multiplug,56,1.2552389163360522
downloadguide,dlhelper,56,1.2564920254776697
downloadguide,downloadadmin,56,1.138241755848345
downloadguide,gamarue,56,0.9381700996429098
downloadguide,darkkomet,56,0.96765432607189
downloadguide,delf,56,1.245979472000938
downloadguide,gamehack,56,1.1370951020006301
downloadguide,fareit,56,1.1969179786919404
firseria,benign,56,0.848893900549019
firseria,gandcrab,56,1.2324139500921913
firseria,downloadguide,56,1.2301286618282576
firseria,emotet,56,1.1722399522509166
firseria,driverpack,56,1.2308719264289705
firseria,domaiq,56,1.2245023052412347
firseria,hotbar,56,1.2329874833304628
firseria,multiplug,56,1.2289844789726128
firseria,dlhelper,56,1.230405691411915
firseria,downloadadmin,56,1.1121048414583865
firseria,gamarue,56,0.902426171651776
firseria,darkkomet,56,0.9406864778237475
firseria,delf,56,1.219815282267235
firseria,gamehack,56,1.1106681271354608
firseria,fareit,56,1.1706977055095917
emotet,benign,56,0.8149133625085607
emotet,gandcrab,56,1.201212251083681
emotet,downloadguide,56,1.1986799501974736
emotet,firseria,56,1.1722399522509166
emotet,driverpack,56,1.1994439509915038
emotet,domaiq,56,1.1928225244444153
emotet,hotbar,56,1.2016853472964877
emotet,multiplug,56,1.1974061686147532
emotet,dlhelper,56,1.1989694360949625
emotet,downloadadmin,56,1.0806886967304106
emotet,gamarue,56,0.8764600952665403
emotet,darkkomet,56,0.904638341729809
emotet,delf,56,1.1879634459122035
emotet,gamehack,56,1.0777734816083973
emotet,fareit,56,1.1385841283973033
driverpack,benign,56,0.8761757184209554
driverpack,gandcrab,56,1.259364409028386
driverpack,downloadguide,56,1.256729422144184
driverpack,firseria,56,1.2308719264289705
driverpack,emotet,56,1.1994439509915038
driverpack,domaiq,56,1.2513906145017002
driverpack,hotbar,56,1.2598203231143241
driverpack,multiplug,56,1.2559833590384937
driverpack,dlhelper,56,1.2572340273651772
driverpack,downloadadmin,56,1.1386633842423788
driverpack,gamarue,56,0.9389702084461025
driverpack,darkkomet,56,0.9685394692263629
driverpack,delf,56,1.2434714617592406
driverpack,gamehack,56,1.1377801465057718
driverpack,fareit,56,1.1976731455942837
domaiq,benign,56,0.869481809587877
domaiq,gandcrab,56,1.253070199102778
domaiq,downloadguide,56,1.250643102499175
domaiq,firseria,56,1.2245023052412347
domaiq,emotet,56,1.1928225244444153
domaiq,driverpack,56,1.2513906145017002
domaiq,hotbar,56,1.253533844340599
domaiq,multiplug,56,1.2496521455582474
domaiq,dlhelper,56,1.2509233765046726
domaiq,downloadadmin,56,1.1326873853178558
domaiq,gamarue,56,0.9319510493710474
domaiq,darkkomet,56,0.9613459951883451
domaiq,delf,56,1.2403073562367655
domaiq,gamehack,56,1.1312675566730908
domaiq,fareit,56,1.1912383291300577
hotbar,benign,56,0.8784564815974274
hotbar,gandcrab,56,1.2614821682042137
hotbar,downloadguide,56,1.2590783758150303
hotbar,firseria,56,1.2329874833304628
hotbar,emotet,56,1.2016853472964877
hotbar,driverpack,56,1.2598203231143241
hotbar,domaiq,56,1.253533844340599
hotbar,multiplug,56,1.2580386750439323
hotbar,dlhelper,56,1.2593600933670412
hotbar,downloadadmin,56,1.1411026398067843
hotbar,gamarue,56,0.9412412200073286
hotbar,darkkomet,56,0.9709532228015761
hotbar,delf,56,1.248886885171788
hotbar,gamehack,56,1.1356342797265122
hotbar,fareit,56,1.1998434340708228
multiplug,benign,56,0.8742317340375655
multiplug,gandcrab,56,1.2575905319304679
multiplug,downloadguide,56,1.2552389163360522
multiplug,firseria,56,1.2289844789726128
multiplug,emotet,56,1.1974061686147532
multiplug,driverpack,56,1.2559833590384937
multiplug,domaiq,56,1.2496521455582474
multiplug,hotbar,56,1.2580386750439323
multiplug,dlhelper,56,1.2555149787453084
multiplug,downloadadmin,56,1.1372603897296565
multiplug,gamarue,56,0.9367627842691628
multiplug,darkkomet,56,0.9665724354415494
multiplug,delf,56,1.2449718506372176
multiplug,gamehack,56,1.1360609344512342
multiplug,fareit,56,1.1959232864537106
dlhelper,benign,56,0.8757016397507729
dlhelper,gandcrab,56,1.2589005560879838
dlhelper,downloadguide,56,1.2564920254776697
dlhelper,firseria,56,1.230405691411915
dlhelper,emotet,56,1.1989694360949625
dlhelper,driverpack,56,1.2572340273651768
dlhelper,domaiq,56,1.2509233765046726
dlhelper,hotbar,56,1.2593600933670415
dlhelper,multiplug,56,1.2555149787453086
dlhelper,downloadadmin,56,1.1385172419963303
dlhelper,gamarue,56,0.9384586165948159
dlhelper,darkkomet,56,0.9678125527612129
dlhelper,delf,56,1.2462594684681068
dlhelper,gamehack,56,1.1373828921751805
dlhelper,fareit,56,1.1971866221916412
downloadadmin,benign,56,0.757570238400253
downloadadmin,gandcrab,56,1.1406462607631738
downloadadmin,downloadguide,56,1.138241755848345
downloadadmin,firseria,56,1.1121048414583865
downloadadmin,emotet,56,1.0806886967304106
downloadadmin,driverpack,56,1.138663384242379
downloadadmin,domaiq,56,1.1326873853178558
downloadadmin,hotbar,56,1.1411026398067843
downloadadmin,multiplug,56,1.1372603897296567
downloadadmin,dlhelper,56,1.1385172419963303
downloadadmin,gamarue,56,0.8200693109768539
downloadadmin,darkkomet,56,0.8500031654038921
downloadadmin,delf,56,1.1280367518106824
downloadadmin,gamehack,56,1.0192217725106865
downloadadmin,fareit,56,1.078988108273332
gamarue,benign,56,0.5519019907199532
gamarue,gandcrab,56,0.9404360898574643
gamarue,downloadguide,56,0.9381700996429096
gamarue,firseria,56,0.902426171651776
gamarue,emotet,56,0.8764600952665402
gamarue,driverpack,56,0.9389702084461025
gamarue,domaiq,56,0.9319510493710474
gamarue,hotbar,56,0.9412412200073286
gamarue,multiplug,56,0.9367627842691628
gamarue,dlhelper,56,0.9384586165948159
gamarue,downloadadmin,56,0.8200693109768539
gamarue,darkkomet,56,0.6385898784661752
gamarue,delf,56,0.9269576343587801
gamarue,gamehack,56,0.8153784552907588
gamarue,fareit,56,0.8772266881021874
darkkomet,benign,56,0.580141801661787
darkkomet,gandcrab,56,0.9704261713796757
darkkomet,downloadguide,56,0.9676543260718898
darkkomet,firseria,56,0.9406864778237475
darkkomet,emotet,56,0.904638341729809
darkkomet,driverpack,56,0.9685394692263629
darkkomet,domaiq,56,0.9613459951883451
darkkomet,hotbar,56,0.9709532228015761
darkkomet,multiplug,56,0.9665724354415495
darkkomet,dlhelper,56,0.967812552761213
darkkomet,downloadadmin,56,0.8500031654038922
darkkomet,gamarue,56,0.6385898784661752
darkkomet,delf,56,0.9558391105862287
darkkomet,gamehack,56,0.8435951073781811
darkkomet,fareit,56,0.9048064594155352
delf,benign,56,0.8644296525573382
delf,gandcrab,56,1.2484163548957192
delf,downloadguide,56,1.245979472000938
delf,firseria,56,1.219815282267235
delf,emotet,56,1.1879634459122035
delf,driverpack,56,1.2434714617592406
delf,domaiq,56,1.2403073562367655
delf,hotbar,56,1.248886885171788
delf,multiplug,56,1.2449718506372176
delf,dlhelper,56,1.2462594684681065
delf,downloadadmin,56,1.1280367518106824
delf,gamarue,56,0.9269576343587801
delf,darkkomet,56,0.9558391105862287
delf,gamehack,56,1.1264128070166635
delf,fareit,56,1.186491138195765
gamehack,benign,56,0.7534947840832673
gamehack,gandcrab,56,1.1395033135656574
gamehack,downloadguide,56,1.1370951020006301
gamehack,firseria,56,1.1106681271354608
gamehack,emotet,56,1.0777734816083973
gamehack,driverpack,56,1.1377801465057722
gamehack,domaiq,56,1.1312675566730908
gamehack,hotbar,56,1.1356342797265122
gamehack,multiplug,56,1.1360609344512342
gamehack,dlhelper,56,1.1373828921751805
gamehack,downloadadmin,56,1.0192217725106865
gamehack,gamarue,56,0.8153784552907588
gamehack,darkkomet,56,0.8435951073781811
gamehack,delf,56,1.1264128070166635
gamehack,fareit,56,1.0770899816138737
fareit,benign,56,0.815005958851613
fareit,gandcrab,56,1.1993807153747218
fareit,downloadguide,56,1.1969179786919404
fareit,firseria,56,1.1706977055095917
fareit,emotet,56,1.1385841283973033
fareit,driverpack,56,1.1976731455942837
fareit,domaiq,56,1.1912383291300577
fareit,hotbar,56,1.1998434340708228
fareit,multiplug,56,1.1959232864537106
fareit,dlhelper,56,1.1971866221916412
fareit,downloadadmin,56,1.078988108273332
fareit,gamarue,56,0.8772266881021874
fareit,darkkomet,56,0.9048064594155351
fareit,delf,56,1.1864911381957648
fareit,gamehack,56,1.0770899816138737
benign,gandcrab,57,0.8747279337068045
benign,downloadguide,57,0.8720859072207358
benign,firseria,57,0.8456242447995557
benign,emotet,57,0.8116450822977719
benign,driverpack,57,0.8729075715381373
benign,domaiq,57,0.8662122452553308
benign,hotbar,57,0.875188433415914
benign,multiplug,57,0.8709653445595683
benign,dlhelper,57,0.8724331243774109
benign,downloadadmin,57,0.7561792060096887
benign,gamarue,57,0.5486255686597019
benign,darkkomet,57,0.5768542142474252
benign,delf,57,0.8611614897785406
benign,gamehack,57,0.7502294430718607
benign,fareit,57,0.8117344245269927
gandcrab,benign,57,0.8747279337068047
gandcrab,downloadguide,57,1.2586471863021735
gandcrab,firseria,57,1.2324389142255683
gandcrab,emotet,57,1.2012382339148304
gandcrab,driverpack,57,1.2593891234688819
gandcrab,domaiq,57,1.2530951181119536
gandcrab,hotbar,57,1.2615068511328968
gandcrab,multiplug,57,1.2576153129158527
gandcrab,dlhelper,57,1.2589252881724833
gandcrab,downloadadmin,57,1.1425468524737603
gandcrab,gamarue,57,0.9404633596097823
gandcrab,darkkomet,57,0.970454326436669
gandcrab,delf,57,1.2484414037072806
gandcrab,gamehack,57,1.1395310849047742
gandcrab,fareit,57,1.1994059512433357
downloadguide,benign,57,0.8720859072207358
downloadguide,gandcrab,57,1.2586471863021735
downloadguide,firseria,57,1.2301286618282572
downloadguide,emotet,57,1.1986799501974734
downloadguide,driverpack,57,1.256729422144184
downloadguide,domaiq,57,1.250643102499175
downloadguide,hotbar,57,1.2590783758150306
downloadguide,multiplug,57,1.2552389163360522
downloadguide,dlhelper,57,1.2564920254776697
downloadguide,downloadadmin,57,1.1401177528062538
downloadguide,gamarue,57,0.9381700996429098
downloadguide,darkkomet,57,0.96765432607189
downloadguide,delf,57,1.245979472000938
downloadguide,gamehack,57,1.1370951020006301
downloadguide,fareit,57,1.1969179786919404
firseria,benign,57,0.8456242447995557
firseria,gandcrab,57,1.2324389142255683
firseria,downloadguide,57,1.2301286618282576
firseria,emotet,57,1.1722399522509166
firseria,driverpack,57,1.2308719264289705
firseria,domaiq,57,1.2245023052412347
firseria,hotbar,57,1.2329874833304628
firseria,multiplug,57,1.2289844789726128
firseria,dlhelper,57,1.230405691411915
firseria,downloadadmin,57,1.1139808242808078
firseria,gamarue,57,0.902426171651776
firseria,darkkomet,57,0.9406864778237475
firseria,delf,57,1.219815282267235
firseria,gamehack,57,1.1106681271354608
firseria,fareit,57,1.1706977055095917
emotet,benign,57,0.8116450822977719
emotet,gandcrab,57,1.2012382339148304
emotet,downloadguide,57,1.1986799501974736
emotet,firseria,57,1.1722399522509166
emotet,driverpack,57,1.1994439509915038
emotet,domaiq,57,1.1928225244444153
emotet,hotbar,57,1.2016853472964877
emotet,multiplug,57,1.1974061686147532
emotet,dlhelper,57,1.1989694360949625
emotet,downloadadmin,57,1.08256530446535
emotet,gamarue,57,0.8764600952665403
emotet,darkkomet,57,0.904638341729809
emotet,delf,57,1.1879634459122035
emotet,gamehack,57,1.0777734816083973
emotet,fareit,57,1.1385841283973033
driverpack,benign,57,0.8729075715381374
driverpack,gandcrab,57,1.2593891234688823
driverpack,downloadguide,57,1.256729422144184
driverpack,firseria,57,1.2308719264289705
driverpack,emotet,57,1.1994439509915038
driverpack,domaiq,57,1.2513906145017002
driverpack,hotbar,57,1.2598203231143241
driverpack,multiplug,57,1.2559833590384937
driverpack,dlhelper,57,1.2572340273651772
driverpack,downloadadmin,57,1.1405386855360224
driverpack,gamarue,57,0.9389702084461025
driverpack,darkkomet,57,0.9685394692263629
driverpack,delf,57,1.2434714617592406
driverpack,gamehack,57,1.1377801465057718
driverpack,fareit,57,1.1976731455942837
domaiq,benign,57,0.8662122452553308
domaiq,gandcrab,57,1.2530951181119536
domaiq,downloadguide,57,1.250643102499175
domaiq,firseria,57,1.2245023052412347
domaiq,emotet,57,1.1928225244444153
domaiq,driverpack,57,1.2513906145017002
domaiq,hotbar,57,1.253533844340599
domaiq,multiplug,57,1.2496521455582474
domaiq,dlhelper,57,1.2509233765046726
domaiq,downloadadmin,57,1.1345635049324654
domaiq,gamarue,57,0.9319510493710474
domaiq,darkkomet,57,0.9613459951883451
domaiq,delf,57,1.2403073562367655
domaiq,gamehack,57,1.1312675566730908
domaiq,fareit,57,1.1912383291300577
hotbar,benign,57,0.8751884334159142
hotbar,gandcrab,57,1.2615068511328968
hotbar,downloadguide,57,1.2590783758150303
hotbar,firseria,57,1.2329874833304628
hotbar,emotet,57,1.2016853472964877
hotbar,driverpack,57,1.2598203231143241
hotbar,domaiq,57,1.253533844340599
hotbar,multiplug,57,1.2580386750439323
hotbar,dlhelper,57,1.2593600933670412
hotbar,downloadadmin,57,1.142978564131691
hotbar,gamarue,57,0.9412412200073286
hotbar,darkkomet,57,0.9709532228015761
hotbar,delf,57,1.248886885171788
hotbar,gamehack,57,1.1356342797265122
hotbar,fareit,57,1.1998434340708228
multiplug,benign,57,0.8709653445595683
multiplug,gandcrab,57,1.2576153129158527
multiplug,downloadguide,57,1.2552389163360522
multiplug,firseria,57,1.2289844789726128
multiplug,emotet,57,1.1974061686147532
multiplug,driverpack,57,1.2559833590384937
multiplug,domaiq,57,1.2496521455582474
multiplug,hotbar,57,1.2580386750439323
multiplug,dlhelper,57,1.2555149787453084
multiplug,downloadadmin,57,1.1391364483690243
multiplug,gamarue,57,0.9367627842691628
multiplug,darkkomet,57,0.9665724354415494
multiplug,delf,57,1.2449718506372176
multiplug,gamehack,57,1.1360609344512342
multiplug,fareit,57,1.1959232864537106
dlhelper,benign,57,0.8724331243774109
dlhelper,gandcrab,57,1.2589252881724833
dlhelper,downloadguide,57,1.2564920254776697
dlhelper,firseria,57,1.230405691411915
dlhelper,emotet,57,1.1989694360949625
dlhelper,driverpack,57,1.2572340273651768
dlhelper,domaiq,57,1.2509233765046726
dlhelper,hotbar,57,1.2593600933670415
dlhelper,multiplug,57,1.2555149787453086
dlhelper,downloadadmin,57,1.140393218111762
dlhelper,gamarue,57,0.9384586165948159
dlhelper,darkkomet,57,0.9678125527612129
dlhelper,delf,57,1.2462594684681068
dlhelper,gamehack,57,1.1373828921751805
dlhelper,fareit,57,1.1971866221916412
downloadadmin,benign,57,0.7561792060096887
downloadadmin,gandcrab,57,1.1425468524737603
downloadadmin,downloadguide,57,1.1401177528062538
downloadadmin,firseria,57,1.1139808242808078
downloadadmin,emotet,57,1.08256530446535
downloadadmin,driverpack,57,1.1405386855360224
downloadadmin,domaiq,57,1.1345635049324654
downloadadmin,hotbar,57,1.142978564131691
downloadadmin,multiplug,57,1.1391364483690243
downloadadmin,dlhelper,57,1.140393218111762
downloadadmin,gamarue,57,0.8219462934837506
