Class 1,Class 2,Number of Files,MMD Score
darkkomet,gamehack,18,0.8347194019474541
darkkomet,fareit,18,0.8865310864862067
delf,benign,18,0.8985118019313493
delf,gandcrab,18,1.2485611949660962
delf,downloadguide,18,1.2451421006173296
delf,firseria,18,1.2446633137460703
delf,emotet,18,1.217258013232964
delf,driverpack,18,1.2427892071962796
delf,domaiq,18,1.2397361992030154
delf,hotbar,18,1.2482833007931058
delf,multiplug,18,1.2454623201751045
delf,dlhelper,18,1.2456954195010814
delf,downloadadmin,18,1.1818378890556858
delf,gamarue,18,0.9013274611010085
delf,darkkomet,18,0.9462435541162046
delf,gamehack,18,1.1258272876260098
delf,fareit,18,1.1764405302427667
gamehack,benign,18,0.7878982723819273
gamehack,gandcrab,18,1.1403282741355845
gamehack,downloadguide,18,1.136813295536503
gamehack,firseria,18,1.1362806610882563
gamehack,emotet,18,1.1080436392171324
gamehack,driverpack,18,1.1377801465057722
gamehack,domaiq,18,1.1312675566730908
gamehack,hotbar,18,1.135591621407081
gamehack,multiplug,18,1.1371529959535662
gamehack,dlhelper,18,1.1373828921751805
gamehack,downloadadmin,18,1.0735857552715555
gamehack,gamarue,18,0.7908205383444628
gamehack,darkkomet,18,0.8347194019474542
gamehack,delf,18,1.12582728762601
gamehack,fareit,18,1.0675282460625235
fareit,benign,18,0.8400398572328435
fareit,gandcrab,18,1.1906618395083304
fareit,downloadguide,18,1.1871997092392315
fareit,firseria,18,1.1867171143381134
fareit,emotet,18,1.1590122477647358
fareit,driverpack,18,1.1882329980705488
fareit,domaiq,18,1.1817768618183246
fareit,hotbar,18,1.190368426120755
fareit,multiplug,18,1.187545294038682
fareit,dlhelper,18,1.187742179657098
fareit,downloadadmin,18,1.123916051791017
fareit,gamarue,18,0.8426514776043044
fareit,darkkomet,18,0.8865310864862067
fareit,delf,18,1.1764405302427665
fareit,gamehack,18,1.0675282460625235
benign,gandcrab,19,0.8976436505820274
benign,downloadguide,19,0.8941144433738777
benign,firseria,19,0.8931715798000801
benign,emotet,19,0.8652019441486539
benign,driverpack,19,0.8950678386577171
benign,domaiq,19,0.8882801155420517
benign,hotbar,19,0.8973530764491332
benign,multiplug,19,0.8939178335269327
benign,dlhelper,19,0.8945981418608647
benign,downloadadmin,19,0.8341883136799292
benign,gamarue,19,0.5448773744041359
benign,darkkomet,19,0.5951395412112213
benign,delf,19,0.882820386681737
benign,gamehack,19,0.7717469553128385
benign,fareit,19,0.8276254620330052
gandcrab,benign,19,0.8976436505820274
gandcrab,downloadguide,19,1.259181895475058
gandcrab,firseria,19,1.2580500636152867
gandcrab,emotet,19,1.2326383811045778
gandcrab,driverpack,19,1.260049499866734
gandcrab,domaiq,19,1.2537607677876572
gandcrab,hotbar,19,1.262126487399411
gandcrab,multiplug,19,1.2589613913319289
gandcrab,dlhelper,19,1.2595860933819867
gandcrab,downloadadmin,19,1.1990120355591678
gandcrab,gamarue,19,0.9160914594846349
gandcrab,darkkomet,19,0.9688835409318833
gandcrab,delf,19,1.2488065085724085
gandcrab,gamehack,19,1.1403147843815111
gandcrab,fareit,19,1.1941789199412807
downloadguide,benign,19,0.8941144433738776
downloadguide,gandcrab,19,1.2591818954750578
downloadguide,firseria,19,1.2550436754856635
downloadguide,emotet,19,1.2293051785680564
downloadguide,driverpack,19,1.2566116229944329
downloadguide,domaiq,19,1.2505150498747688
downloadguide,hotbar,19,1.2589112287492448
downloadguide,multiplug,19,1.2557811117992128
downloadguide,dlhelper,19,1.2563649731516442
downloadguide,downloadadmin,19,1.195797567977305
downloadguide,gamarue,19,0.9131573409206782
downloadguide,darkkomet,19,0.9651973535281101
downloadguide,delf,19,1.2455460054970628
downloadguide,gamehack,19,1.1369622175894478
downloadguide,fareit,19,1.1908808554804173
firseria,benign,19,0.8931715798000801
firseria,gandcrab,19,1.2580500636152867
firseria,downloadguide,19,1.2550436754856635
firseria,emotet,19,1.2283530012595625
firseria,driverpack,19,1.2559122586571583
firseria,domaiq,19,1.249592930829215
firseria,hotbar,19,1.2579425902443728
firseria,multiplug,19,1.2547376139047786
firseria,dlhelper,19,1.2554490108481264
firseria,downloadadmin,19,1.1948484689148984
firseria,gamarue,19,0.9121241446841853
firseria,darkkomet,19,0.9642004543672048
firseria,delf,19,1.2446221720904975
firseria,gamehack,19,1.1359672903426348
firseria,fareit,19,1.1899494839727343
emotet,benign,19,0.8652019441486537
emotet,gandcrab,19,1.2326383811045778
emotet,downloadguide,19,1.2293051785680564
emotet,firseria,19,1.2283530012595625
emotet,driverpack,19,1.2301920191832827
emotet,domaiq,19,1.2236719622708123
emotet,hotbar,19,1.2323566064699887
emotet,multiplug,19,1.2288790613030158
emotet,dlhelper,19,1.2297213373014138
emotet,downloadadmin,19,1.1690966610961038
emotet,gamarue,19,0.883810105687601
emotet,darkkomet,19,0.9349755224433509
emotet,delf,19,1.218565964909535
emotet,gamehack,19,1.1091191580421738
emotet,fareit,19,1.1636363813239294
driverpack,benign,19,0.8950678386577172
driverpack,gandcrab,19,1.260049499866734
driverpack,downloadguide,19,1.2566116229944329
driverpack,firseria,19,1.2559122586571583
driverpack,emotet,19,1.2301920191832827
driverpack,domaiq,19,1.2513906145017002
driverpack,hotbar,19,1.2597799896209496
driverpack,multiplug,19,1.256651799368547
driverpack,dlhelper,19,1.2572340273651772
driverpack,downloadadmin,19,1.1963260975905694
driverpack,gamarue,19,0.9141009228866548
driverpack,darkkomet,19,0.9662278592995633
driverpack,delf,19,1.2430500504617967
driverpack,gamehack,19,1.1377801465057718
driverpack,fareit,19,1.191767209465401
domaiq,benign,19,0.8882801155420517
domaiq,gandcrab,19,1.2537607677876572
domaiq,downloadguide,19,1.2505150498747688
domaiq,firseria,19,1.249592930829215
domaiq,emotet,19,1.2236719622708123
domaiq,driverpack,19,1.2513906145017002
domaiq,hotbar,19,1.2534931828253415
domaiq,multiplug,19,1.2503276299542012
domaiq,dlhelper,19,1.2509233765046726
domaiq,downloadadmin,19,1.1903703704251711
domaiq,gamarue,19,0.9071024628545677
domaiq,darkkomet,19,0.9590554730618257
domaiq,delf,19,1.2399991553948442
domaiq,gamehack,19,1.1312675566730908
domaiq,fareit,19,1.185319588830389
hotbar,benign,19,0.8973530764491331
hotbar,gandcrab,19,1.2621264873994114
hotbar,downloadguide,19,1.2589112287492448
hotbar,firseria,19,1.2579425902443728
hotbar,emotet,19,1.2323566064699887
hotbar,driverpack,19,1.2597799896209494
hotbar,domaiq,19,1.2534931828253417
hotbar,multiplug,19,1.2586705197523056
hotbar,dlhelper,19,1.259319747061947
hotbar,downloadadmin,19,1.1987446784077513
hotbar,gamarue,19,0.9163129779129519
hotbar,darkkomet,19,0.9685888112479761
hotbar,delf,19,1.2485423080436222
hotbar,gamehack,19,1.135592028903356
hotbar,fareit,19,1.1939003443962686
multiplug,benign,19,0.8939178335269327
multiplug,gandcrab,19,1.2589613913319289
multiplug,downloadguide,19,1.2557811117992128
multiplug,firseria,19,1.2547376139047786
multiplug,emotet,19,1.2288790613030156
multiplug,driverpack,19,1.256651799368547
multiplug,domaiq,19,1.2503276299542012
multiplug,hotbar,19,1.2586705197523058
multiplug,dlhelper,19,1.2561843519253668
multiplug,downloadadmin,19,1.1956092071039435
multiplug,gamarue,19,0.9126291342973936
multiplug,darkkomet,19,0.9650252464852058
multiplug,delf,19,1.2453437270737766
multiplug,gamehack,19,1.1367613807874988
multiplug,fareit,19,1.1906981142293875
dlhelper,benign,19,0.8945981418608652
dlhelper,gandcrab,19,1.2595860933819865
dlhelper,downloadguide,19,1.2563649731516442
dlhelper,firseria,19,1.2554490108481264
dlhelper,emotet,19,1.2297213373014133
dlhelper,driverpack,19,1.2572340273651768
dlhelper,domaiq,19,1.2509233765046726
dlhelper,hotbar,19,1.259319747061947
dlhelper,multiplug,19,1.256184351925367
dlhelper,downloadadmin,19,1.1961992102109922
dlhelper,gamarue,19,0.9135881986465306
dlhelper,darkkomet,19,0.9655016316824607
dlhelper,delf,19,1.245954793452022
dlhelper,gamehack,19,1.1373828921751805
dlhelper,fareit,19,1.1912780311999749
downloadadmin,benign,19,0.8341883136799291
downloadadmin,gandcrab,19,1.1990120355591678
downloadadmin,downloadguide,19,1.195797567977305
downloadadmin,firseria,19,1.1948484689148984
downloadadmin,emotet,19,1.1690966610961038
downloadadmin,driverpack,19,1.1963260975905694
downloadadmin,domaiq,19,1.1903703704251711
downloadadmin,hotbar,19,1.1987446784077513
downloadadmin,multiplug,19,1.1956092071039435
downloadadmin,dlhelper,19,1.1961992102109922
downloadadmin,gamarue,19,0.8528790394726996
downloadadmin,darkkomet,19,0.9053928566560737
downloadadmin,delf,19,1.1854160170550005
downloadadmin,gamehack,19,1.0769068252253553
downloadadmin,fareit,19,1.1307684560051898
gamarue,benign,19,0.5448773744041359
gamarue,gandcrab,19,0.9160914594846349
gamarue,downloadguide,19,0.9131573409206782
gamarue,firseria,19,0.9121241446841852
gamarue,emotet,19,0.8838101056876009
gamarue,driverpack,19,0.9141009228866548
gamarue,domaiq,19,0.9071024628545677
gamarue,hotbar,19,0.9163129779129519
gamarue,multiplug,19,0.9126291342973936
gamarue,dlhelper,19,0.9135881986465306
gamarue,downloadadmin,19,0.8528790394726998
gamarue,darkkomet,19,0.6120832953646098
gamarue,delf,19,0.9017919103073869
gamarue,gamehack,19,0.7906557194336603
gamarue,fareit,19,0.8463459753308336
darkkomet,benign,19,0.5951395412112214
darkkomet,gandcrab,19,0.9688835409318833
darkkomet,downloadguide,19,0.9651973535281099
darkkomet,firseria,19,0.9642004543672048
darkkomet,emotet,19,0.9349755224433509
darkkomet,driverpack,19,0.9662278592995635
darkkomet,domaiq,19,0.9590554730618255
darkkomet,hotbar,19,0.9685888112479761
darkkomet,multiplug,19,0.9650252464852059
darkkomet,dlhelper,19,0.9655016316824611
darkkomet,downloadadmin,19,0.9053928566560737
darkkomet,gamarue,19,0.6120832953646097
darkkomet,delf,19,0.9532085759898935
darkkomet,gamehack,19,0.841408806394519
darkkomet,fareit,19,0.8967302378749402
delf,benign,19,0.882820386681737
delf,gandcrab,19,1.2488065085724085
delf,downloadguide,19,1.2455460054970628
delf,firseria,19,1.2446221720904975
delf,emotet,19,1.218565964909535
delf,driverpack,19,1.2430500504617965
delf,domaiq,19,1.2399991553948442
delf,hotbar,19,1.2485423080436222
delf,multiplug,19,1.2453437270737764
delf,dlhelper,19,1.245954793452022
delf,downloadadmin,19,1.1854160170550005
delf,gamarue,19,0.9017919103073869
delf,darkkomet,19,0.9532085759898935
delf,gamehack,19,1.1260957039463033
delf,fareit,19,1.1802537996100482
gamehack,benign,19,0.7717469553128385
gamehack,gandcrab,19,1.140314784381511
gamehack,downloadguide,19,1.1369622175894478
gamehack,firseria,19,1.1359672903426348
gamehack,emotet,19,1.1091191580421738
gamehack,driverpack,19,1.1377801465057722
gamehack,domaiq,19,1.1312675566730908
gamehack,hotbar,19,1.135592028903356
gamehack,multiplug,19,1.1367613807874988
gamehack,dlhelper,19,1.1373828921751805
gamehack,downloadadmin,19,1.0769068252253553
gamehack,gamarue,19,0.7906557194336603
gamehack,darkkomet,19,0.841408806394519
gamehack,delf,19,1.1260957039463033
gamehack,fareit,19,1.0711110374831025
fareit,benign,19,0.8276254620330052
fareit,gandcrab,19,1.1941789199412804
fareit,downloadguide,19,1.190880855480417
fareit,firseria,19,1.1899494839727343
fareit,emotet,19,1.1636363813239294
fareit,driverpack,19,1.191767209465401
fareit,domaiq,19,1.185319588830389
fareit,hotbar,19,1.1939003443962688
fareit,multiplug,19,1.1906981142293878
fareit,dlhelper,19,1.191278031199975
fareit,downloadadmin,19,1.1307684560051898
fareit,gamarue,19,0.8463459753308336
fareit,darkkomet,19,0.89673023787494
fareit,delf,19,1.1802537996100482
fareit,gamehack,19,1.0711110374831025
benign,gandcrab,20,0.9086758565883651
benign,downloadguide,20,0.905308342175774
benign,firseria,20,0.9043342734840835
benign,emotet,20,0.8755724253456827
benign,driverpack,20,0.9060794633711137
benign,domaiq,20,0.8993163548767061
benign,hotbar,20,0.9083727159582211
benign,multiplug,20,0.9049741913200666
benign,dlhelper,20,0.9056101038919819
benign,downloadadmin,20,0.794532354793147
benign,gamarue,20,0.5658390561019533
benign,darkkomet,20,0.6086907648077649
benign,delf,20,0.8942092256123175
benign,gamehack,20,0.7828876176585055
benign,fareit,20,0.8419531745377464
gandcrab,benign,20,0.9086758565883652
gandcrab,downloadguide,20,1.2593751292577455
gandcrab,firseria,20,1.2582227977900478
gandcrab,emotet,20,1.2319609221394883
gandcrab,driverpack,20,1.2600791755739804
gandcrab,domaiq,20,1.253790694925593
gandcrab,hotbar,20,1.2621729192939548
gandcrab,multiplug,20,1.2590281155942522
gandcrab,dlhelper,20,1.2596157922278515
gandcrab,downloadadmin,20,1.1483953155533708
gandcrab,gamarue,20,0.9255322148330043
gandcrab,darkkomet,20,0.9712383419352452
gandcrab,delf,20,1.2491405093558987
gandcrab,gamehack,20,1.140346516568358
gandcrab,fareit,20,1.1973713914455257
downloadguide,benign,20,0.905308342175774
downloadguide,gandcrab,20,1.2593751292577458
downloadguide,firseria,20,1.2553429841123558
downloadguide,emotet,20,1.228763696018726
downloadguide,driverpack,20,1.2567780564378888
downloadguide,domaiq,20,1.250680455898456
downloadguide,hotbar,20,1.2590918816626973
downloadguide,multiplug,20,1.2559833040131916
downloadguide,dlhelper,20,1.2565290817850208
downloadguide,downloadadmin,20,1.1453140565475879
downloadguide,gamarue,20,0.9227286104863244
downloadguide,darkkomet,20,0.9676974177211393
downloadguide,delf,20,1.2460170907154922
downloadguide,gamehack,20,1.1371339831569554
downloadguide,fareit,20,1.1942145533922566
firseria,benign,20,0.9043342734840835
firseria,gandcrab,20,1.2582227977900478
firseria,downloadguide,20,1.2553429841123558
firseria,emotet,20,1.2277806587283056
firseria,driverpack,20,1.2560470713233467
firseria,domaiq,20,1.2497288276966994
firseria,hotbar,20,1.258096342351961
firseria,multiplug,20,1.2549098276119772
firseria,dlhelper,20,1.255583911405838
firseria,downloadadmin,20,1.1443379291358604
firseria,gamarue,20,0.9216681427350546
firseria,darkkomet,20,0.9666600167436546
firseria,delf,20,1.2450637459288565
firseria,gamehack,20,1.1361097413130017
firseria,fareit,20,1.1932541614449832
emotet,benign,20,0.8755724253456827
emotet,gandcrab,20,1.2319609221394883
emotet,downloadguide,20,1.2287636960187258
emotet,firseria,20,1.2277806587283056
emotet,driverpack,20,1.2294815151531493
emotet,domaiq,20,1.2229550698582083
emotet,hotbar,20,1.2316653415397565
emotet,multiplug,20,1.228216439185413
emotet,dlhelper,20,1.22901005806861
emotet,downloadadmin,20,1.1176194232284717
emotet,gamarue,20,0.8925342315771568
emotet,darkkomet,20,0.9363933231291706
emotet,delf,20,1.2181571021659354
emotet,gamehack,20,1.1083738618321886
emotet,fareit,20,1.1661050677985787
driverpack,benign,20,0.9060794633711137
driverpack,gandcrab,20,1.2600791755739804
driverpack,downloadguide,20,1.2567780564378888
driverpack,firseria,20,1.2560470713233467
driverpack,emotet,20,1.2294815151531493
driverpack,domaiq,20,1.2513906145017002
driverpack,hotbar,20,1.2597968411319609
driverpack,multiplug,20,1.2566897449301146
driverpack,dlhelper,20,1.2572340273651772
driverpack,downloadadmin,20,1.145696087083575
driverpack,gamarue,20,0.9234889864827948
driverpack,darkkomet,20,0.9685394692263629
driverpack,delf,20,1.2434714617592406
driverpack,gamehack,20,1.1377801465057718
driverpack,fareit,20,1.1949322136496248
domaiq,benign,20,0.8993163548767061
domaiq,gandcrab,20,1.2537906949255935
domaiq,downloadguide,20,1.250680455898456
domaiq,firseria,20,1.2497288276966994
domaiq,emotet,20,1.2229550698582083
domaiq,driverpack,20,1.2513906145017002
domaiq,hotbar,20,1.2535101764025924
domaiq,multiplug,20,1.2503659455466996
domaiq,dlhelper,20,1.2509233765046726
domaiq,downloadadmin,20,1.1397220601946425
domaiq,gamarue,20,0.9165206606135862
domaiq,darkkomet,20,0.9613459951883451
domaiq,delf,20,1.2403073562367655
domaiq,gamehack,20,1.1312675566730908
domaiq,fareit,20,1.1884919607020992
hotbar,benign,20,0.9083727159582211
hotbar,gandcrab,20,1.2621729192939546
hotbar,downloadguide,20,1.2590918816626973
hotbar,firseria,20,1.258096342351961
hotbar,emotet,20,1.2316653415397565
hotbar,driverpack,20,1.2597968411319607
hotbar,domaiq,20,1.2535101764025924
hotbar,multiplug,20,1.2587257790793367
hotbar,dlhelper,20,1.2593366073839043
hotbar,downloadadmin,20,1.1481152197393807
hotbar,gamarue,20,0.9257146612886266
hotbar,darkkomet,20,0.9709262860651237
hotbar,delf,20,1.2488630958584026
hotbar,gamehack,20,1.135609688381739
hotbar,fareit,20,1.1970802586771214
multiplug,benign,20,0.9049741913200666
multiplug,gandcrab,20,1.2590281155942522
multiplug,downloadguide,20,1.2559833040131916
multiplug,firseria,20,1.2549098276119772
multiplug,emotet,20,1.228216439185413
multiplug,driverpack,20,1.2566897449301146
multiplug,domaiq,20,1.2503659455466996
multiplug,hotbar,20,1.2587257790793367
multiplug,dlhelper,20,1.2562223569619948
multiplug,downloadadmin,20,1.1449999919326586
multiplug,gamarue,20,0.9220791840609792
multiplug,darkkomet,20,0.9673765219859706
multiplug,delf,20,1.2456878562456315
multiplug,gamehack,20,1.1368011263646962
multiplug,fareit,20,1.1939031650476286
dlhelper,benign,20,0.9056101038919819
dlhelper,gandcrab,20,1.259615792227852
dlhelper,downloadguide,20,1.256529081785021
dlhelper,firseria,20,1.255583911405838
dlhelper,emotet,20,1.22901005806861
dlhelper,driverpack,20,1.2572340273651768
dlhelper,domaiq,20,1.2509233765046726
dlhelper,hotbar,20,1.2593366073839043
dlhelper,multiplug,20,1.2562223569619946
dlhelper,downloadadmin,20,1.145552413235539
dlhelper,gamarue,20,0.92297854262006
dlhelper,darkkomet,20,0.9678125527612129
dlhelper,delf,20,1.2462594684681068
dlhelper,gamehack,20,1.1373828921751805
dlhelper,fareit,20,1.1944444850444755
downloadadmin,benign,20,0.7945323547931469
downloadadmin,gandcrab,20,1.148395315553371
downloadadmin,downloadguide,20,1.1453140565475877
downloadadmin,firseria,20,1.1443379291358604
downloadadmin,emotet,20,1.1176194232284717
downloadadmin,driverpack,20,1.145696087083575
downloadadmin,domaiq,20,1.1397220601946425
downloadadmin,hotbar,20,1.1481152197393807
downloadadmin,multiplug,20,1.1449999919326586
downloadadmin,dlhelper,20,1.145552413235539
downloadadmin,gamarue,20,0.8116283435938658
downloadadmin,darkkomet,20,0.8570260045881799
downloadadmin,delf,20,1.1350709815008686
downloadadmin,gamehack,20,1.0262522826209564
downloadadmin,fareit,20,1.0832814200909981
gamarue,benign,20,0.5658390561019533
gamarue,gandcrab,20,0.9255322148330044
gamarue,downloadguide,20,0.9227286104863245
gamarue,firseria,20,0.9216681427350546
gamarue,emotet,20,0.8925342315771571
gamarue,driverpack,20,0.9234889864827948
gamarue,domaiq,20,0.9165206606135863
gamarue,hotbar,20,0.9257146612886266
gamarue,multiplug,20,0.9220791840609792
gamarue,dlhelper,20,0.9229785426200597
gamarue,downloadadmin,20,0.8116283435938656
gamarue,darkkomet,20,0.6239763434633123
gamarue,delf,20,0.9115540427564812
gamarue,gamehack,20,0.8001964899426983
gamarue,fareit,20,0.8590619942229131
darkkomet,benign,20,0.6086907648077649
darkkomet,gandcrab,20,0.9712383419352452
darkkomet,downloadguide,20,0.9676974177211393
darkkomet,firseria,20,0.9666600167436546
darkkomet,emotet,20,0.9363933231291706
darkkomet,driverpack,20,0.9685394692263629
darkkomet,domaiq,20,0.9613459951883451
darkkomet,hotbar,20,0.9709262860651237
darkkomet,multiplug,20,0.9673765219859706
darkkomet,dlhelper,20,0.967812552761213
darkkomet,downloadadmin,20,0.8570260045881798
darkkomet,gamarue,20,0.6239763434633123
darkkomet,delf,20,0.9558391105862287
darkkomet,gamehack,20,0.8435951073781811
darkkomet,fareit,20,0.9019006502486171
delf,benign,20,0.8942092256123175
delf,gandcrab,20,1.2491405093558987
delf,downloadguide,20,1.2460170907154922
delf,firseria,20,1.2450637459288565
delf,emotet,20,1.2181571021659352
delf,driverpack,20,1.2434714617592406
delf,domaiq,20,1.2403073562367655
delf,hotbar,20,1.2488630958584026
delf,multiplug,20,1.2456878562456315
delf,dlhelper,20,1.2462594684681065
delf,downloadadmin,20,1.1350709815008686
delf,gamarue,20,0.9115540427564812
delf,darkkomet,20,0.9558391105862287
delf,gamehack,20,1.1264128070166635
delf,fareit,20,1.1837412725062295
gamehack,benign,20,0.7828876176585055
gamehack,gandcrab,20,1.140346516568358
gamehack,downloadguide,20,1.1371339831569554
gamehack,firseria,20,1.136109741313002
gamehack,emotet,20,1.1083738618321886
gamehack,driverpack,20,1.1377801465057722
gamehack,domaiq,20,1.1312675566730908
gamehack,hotbar,20,1.135609688381739
gamehack,multiplug,20,1.1368011263646962
gamehack,dlhelper,20,1.1373828921751805
gamehack,downloadadmin,20,1.0262522826209564
gamehack,gamarue,20,0.8001964899426983
gamehack,darkkomet,20,0.8435951073781811
gamehack,delf,20,1.1264128070166635
gamehack,fareit,20,1.0743180666437047
fareit,benign,20,0.8419531745377463
fareit,gandcrab,20,1.1973713914455257
fareit,downloadguide,20,1.1942145533922566
fareit,firseria,20,1.1932541614449832
fareit,emotet,20,1.1661050677985787
fareit,driverpack,20,1.1949322136496248
fareit,domaiq,20,1.1884919607020992
fareit,hotbar,20,1.1970802586771212
fareit,multiplug,20,1.1939031650476286
fareit,dlhelper,20,1.1944444850444755
fareit,downloadadmin,20,1.083281420090998
fareit,gamarue,20,0.8590619942229133
fareit,darkkomet,20,0.9019006502486171
fareit,delf,20,1.1837412725062295
fareit,gamehack,20,1.0743180666437047
benign,gandcrab,21,0.9192793506148079
benign,downloadguide,21,0.9156263418411438
benign,firseria,21,0.9150763280314851
benign,emotet,21,0.887325977310213
benign,driverpack,21,0.9166642181031874
benign,domaiq,21,0.9099229205592675
benign,hotbar,21,0.9189453600639141
benign,multiplug,21,0.9148256693028579
benign,dlhelper,21,0.916195152565249
benign,downloadadmin,21,0.8099742917087325
benign,gamarue,21,0.5860257484124828
benign,darkkomet,21,0.6196684554889267
benign,delf,21,0.904837303437388
benign,gamehack,21,0.7935862905397735
benign,fareit,21,0.8553940548874828
gandcrab,benign,21,0.9192793506148079
gandcrab,downloadguide,21,1.2591531085442145
gandcrab,firseria,21,1.2583991350009733
gandcrab,emotet,21,1.2329685565996864
gandcrab,driverpack,21,1.2601061620238456
gandcrab,domaiq,21,1.253817910001385
gandcrab,hotbar,21,1.2621970622253167
gandcrab,multiplug,21,1.2583573355499333
gandcrab,dlhelper,21,1.259642799699305
gandcrab,downloadadmin,21,1.1532817955953445
gandcrab,gamarue,21,0.9347004904013207
gandcrab,darkkomet,21,0.971269146349116
gandcrab,delf,21,1.2491678709849825
gandcrab,gamehack,21,1.1403753675710604
gandcrab,fareit,21,1.200137740561392
downloadguide,benign,21,0.9156263418411438
downloadguide,gandcrab,21,1.2591531085442145
downloadguide,firseria,21,1.2552348682486152
downloadguide,emotet,21,1.2294888495945955
downloadguide,driverpack,21,1.2565266105885864
downloadguide,domaiq,21,1.2504283369538065
downloadguide,hotbar,21,1.2588394578956934
downloadguide,multiplug,21,1.2550448631084912
downloadguide,dlhelper,21,1.2562789557324834
downloadguide,downloadadmin,21,1.1499242645289973
downloadguide,gamarue,21,0.9315782938845979
downloadguide,darkkomet,21,0.9674079664177269
downloadguide,delf,21,1.2457633201653682
downloadguide,gamehack,21,1.1368721272772828
downloadguide,fareit,21,1.196700500785417
firseria,benign,21,0.9150763280314851
firseria,gandcrab,21,1.258399135000973
firseria,downloadguide,21,1.2552348682486152
firseria,emotet,21,1.2289128204874011
firseria,driverpack,21,1.256189256355292
firseria,domaiq,21,1.2498721403375295
firseria,hotbar,21,1.258237863564526
firseria,multiplug,21,1.254342829720265
firseria,dlhelper,21,1.2557261483053228
firseria,downloadadmin,21,1.149339962280178
firseria,gamarue,21,0.9309504858356614
firseria,darkkomet,21,0.9668220519123736
firseria,delf,21,1.2452077589784842
firseria,gamehack,21,1.1362594459080437
firseria,fareit,21,1.1961415077907125
emotet,benign,21,0.887325977310213
emotet,gandcrab,21,1.2329685565996866
emotet,downloadguide,21,1.2294888495945953
emotet,firseria,21,1.2289128204874011
emotet,driverpack,21,1.2304647522458265
emotet,domaiq,21,1.2239460881235389
emotet,hotbar,21,1.2326426766884278
emotet,multiplug,21,1.2284869718349594
emotet,dlhelper,21,1.2299935274403238
emotet,downloadadmin,21,1.123470888830771
emotet,gamarue,21,0.9028357209164308
emotet,darkkomet,21,0.9375193021332396
emotet,delf,21,1.2191531990713833
emotet,gamehack,21,1.1094031376096316
emotet,fareit,21,1.1698743776663814
driverpack,benign,21,0.9166642181031875
driverpack,gandcrab,21,1.2601061620238458
driverpack,downloadguide,21,1.2565266105885864
driverpack,firseria,21,1.2561892563552919
driverpack,emotet,21,1.2304647522458263
driverpack,domaiq,21,1.2513906145017002
driverpack,hotbar,21,1.2597940306071544
driverpack,multiplug,21,1.2560026722390076
driverpack,dlhelper,21,1.2572340273651772
driverpack,downloadadmin,21,1.150554111570656
driverpack,gamarue,21,0.9326090778350214
driverpack,darkkomet,21,0.9685394692263629
driverpack,delf,21,1.2434714617592406
driverpack,gamehack,21,1.1377801465057718
driverpack,fareit,21,1.1976731455942837
domaiq,benign,21,0.9099229205592675
domaiq,gandcrab,21,1.253817910001385
domaiq,downloadguide,21,1.2504283369538065
domaiq,firseria,21,1.2498721403375295
domaiq,emotet,21,1.2239460881235389
domaiq,driverpack,21,1.2513906145017002
domaiq,hotbar,21,1.2535073391005593
domaiq,multiplug,21,1.2496724883982684
domaiq,dlhelper,21,1.2509233765046726
domaiq,downloadadmin,21,1.1445821984289477
domaiq,gamarue,21,0.9256672841513176
domaiq,darkkomet,21,0.9613459951883451
domaiq,delf,21,1.2403073562367655
domaiq,gamehack,21,1.1312675566730908
domaiq,fareit,21,1.1912383291300577
hotbar,benign,21,0.9189453600639141
hotbar,gandcrab,21,1.2621970622253165
hotbar,downloadguide,21,1.2588394578956934
hotbar,firseria,21,1.258237863564526
hotbar,emotet,21,1.2326426766884278
hotbar,driverpack,21,1.2597940306071544
hotbar,domaiq,21,1.2535073391005596
hotbar,multiplug,21,1.2580356597916116
hotbar,dlhelper,21,1.2593337913809535
hotbar,downloadadmin,21,1.1529719808836323
hotbar,gamarue,21,0.9348277792409367
hotbar,darkkomet,21,0.9709232021897105
hotbar,delf,21,1.2488602312818964
hotbar,gamehack,21,1.1356067391232048
hotbar,fareit,21,1.1998165557788045
multiplug,benign,21,0.914825669302858
multiplug,gandcrab,21,1.2583573355499333
multiplug,downloadguide,21,1.2550448631084912
multiplug,firseria,21,1.254342829720265
multiplug,emotet,21,1.2284869718349594
multiplug,driverpack,21,1.2560026722390076
multiplug,domaiq,21,1.2496724883982684
multiplug,hotbar,21,1.2580356597916114
multiplug,dlhelper,21,1.2555346579541804
multiplug,downloadadmin,21,1.149173768949915
multiplug,gamarue,21,0.9304688249500247
multiplug,darkkomet,21,0.9665940448391287
multiplug,delf,21,1.2449913161586164
multiplug,gamehack,21,1.1360816641507345
multiplug,fareit,21,1.195943683146703
dlhelper,benign,21,0.916195152565249
dlhelper,gandcrab,21,1.259642799699305
dlhelper,downloadguide,21,1.2562789557324834
dlhelper,firseria,21,1.2557261483053228
dlhelper,emotet,21,1.2299935274403238
dlhelper,driverpack,21,1.2572340273651768
dlhelper,domaiq,21,1.2509233765046726
dlhelper,hotbar,21,1.2593337913809535
dlhelper,multiplug,21,1.2555346579541804
dlhelper,downloadadmin,21,1.1504121488450076
dlhelper,gamarue,21,0.9321007108822282
dlhelper,darkkomet,21,0.9678125527612129
dlhelper,delf,21,1.2462594684681068
dlhelper,gamehack,21,1.1373828921751805
